	utt_1	utt_2	dialog_id	label
2770	what do you like to do?	visit spain in my free time when not working as a librarian. you?	155	0
2771	visit spain in my free time when not working as a librarian. you?	small world! my husband who is adopted is orginally from spain!	155	0
2772	small world! my husband who is adopted is orginally from spain!	how wonderful! i may move there in a few years when i retire.	155	0
2773	how wonderful! i may move there in a few years when i retire.	that would be great.	155	0
2774	that would be great.	as a librarian, do you like adult coloring books?	155	1
2775	as a librarian, do you like adult coloring books?	i love those!	155	0
2776	i love those!	yes! i am in a group for planning and stickers which seems silly at 60.	155	0
2777	yes! i am in a group for planning and stickers which seems silly at 60.	fun! i love the coloring books but they often get nibbled on by my german shepherd!	155	0
2778	fun! i love the coloring books but they often get nibbled on by my german shepherd!	aw! what else do you like to do?	155	0
2779	aw! what else do you like to do?	we live on a farm. being in a rural community means we work hard then relax!	155	0
2780	we live on a farm. being in a rural community means we work hard then relax!	i love it! we have an old farmhouse but only have cats.	155	0
2781	i love it! we have an old farmhouse but only have cats.	my dog would enjoy your cats. he is old and too tired to chase anymore.	155	1
2782	my dog would enjoy your cats. he is old and too tired to chase anymore.	he sounds like a sweetheart.	155	0
2783	he sounds like a sweetheart.	yes and he loves being on the farm. what else do you enjoy?	155	1
2784	yes and he loves being on the farm. what else do you enjoy?	watching the grand kids grow up, hot teas, holidays.	155	0
2785	watching the grand kids grow up, hot teas, holidays.	you name it!	155	0
2786	you name it!	that sounds perfect and so relaxing!	155	0
2787	that sounds perfect and so relaxing!	it is! i love this life.	155	0
2788	it is! i love this life.	do you want to go the the playground with me?	156	1
2789	do you want to go the the playground with me?	hi! just finished my mega dose of twitter today. how about you?	156	0
2790	hi! just finished my mega dose of twitter today. how about you?	my parents will not let me on twitter. maybe when i am in 5th grade.	156	0
2791	my parents will not let me on twitter. maybe when i am in 5th grade.	no can do on the playground. too busy surfing the net all the time!	156	0
2792	no can do on the playground. too busy surfing the net all the time!	you surf? what a cool kid. i want to surf with mickey mouse.	156	1
2793	you surf? what a cool kid. i want to surf with mickey mouse.	are you male or female?	156	1
2794	are you male or female?	women rule the world, you know!	156	0
2795	women rule the world, you know!	yay! i am a girl. will you go to disney world with me?	156	1
2796	yay! i am a girl. will you go to disney world with me?	no mickey mouse here he is a he!	156	0
2797	no mickey mouse here he is a he!	besides, gotta pay for my solar panels.	156	0
2798	besides, gotta pay for my solar panels.	are the panels on your house?	156	1
2799	are the panels on your house?	roof. make sure at disney you only eat organic. that is the way to go!	156	1
2800	roof. make sure at disney you only eat organic. that is the way to go!	when i am old enough to shop for myself, i will.	156	0
2801	when i am old enough to shop for myself, i will.	good.	156	0
2802	good.	only buy organic, because its good for you.	156	0
2803	only buy organic, because its good for you.	i will remember that. i should get back to the playground now.	156	0
2804	i will remember that. i should get back to the playground now.	have fun! and stay safe out there.	156	0
2805	have fun! and stay safe out there.	i will. you can come if you want to. i have lots of friends.	156	0
2806	i will. you can come if you want to. i have lots of friends.	i will think about it. but i have a feminist march to attend later.	156	0
2807	i will think about it. but i have a feminist march to attend later.	how are you doing today	157	1
2808	how are you doing today	i am doing good, how about you?	157	0
2809	i am doing good, how about you?	i am great just listening to music	157	0
2810	i am great just listening to music	cool, what is your favorite type of music?	157	0
2811	cool, what is your favorite type of music?	mine is country	157	0
2812	mine is country	classical and light jazz. country is not bad	157	0
2813	classical and light jazz. country is not bad	that is cool, classical is nice at times.	157	0
2814	that is cool, classical is nice at times.	what are your hobbies?	157	1
2815	what are your hobbies?	i like to work on the farm	157	0
2816	i like to work on the farm	what animals do you have? i enjoy working on vintage cars ; i won two mustangs	157	1
2817	what animals do you have? i enjoy working on vintage cars ; i won two mustangs	i have horses and cows	157	0
2818	i have horses and cows	awesome!	157	0
2819	awesome!	i own 2 dogs, love them	157	0
2820	i own 2 dogs, love them	what are their names? i name my animals.	157	0
2821	what are their names? i name my animals.	precious and sammie. what are the names of your animals?	157	0
2822	precious and sammie. what are the names of your animals?	i have twenty of them	157	0
2823	i have twenty of them	oh wow! twenty! that is a lot!	157	0
2824	oh wow! twenty! that is a lot!	yeah it is a lot to keep track of	157	0
2825	yeah it is a lot to keep track of	i love animals, always have.	157	0
2826	i love animals, always have.	they are amazing	157	0
2827	they are amazing	hi! want to know a secret?	158	1
2828	hi! want to know a secret?	hi.	158	0
2829	hi.	good morning , of course.	158	0
2830	good morning , of course.	what is the secret?	158	0
2831	what is the secret?	i had surgery last week and now i think of an object, and it moves!	158	0
2832	i had surgery last week and now i think of an object, and it moves!	oh wow.	158	0
2833	oh wow.	you are like a super hero , i just want to be a dog.	158	0
2834	you are like a super hero , i just want to be a dog.	i love dogs! what kind of dog?	158	1
2835	i love dogs! what kind of dog?	i want to be a yorkie... i like chocolate candy too yummy	158	0
2836	i want to be a yorkie... i like chocolate candy too yummy	are you a boy like me?	158	1
2837	are you a boy like me?	i am a girl and i like playing with my blocks they are so colorful	158	0
2838	i am a girl and i like playing with my blocks they are so colorful	i like legos too, they have them here in the hospital.	158	0
2839	i like legos too, they have them here in the hospital.	oh wow they are so much fun i want a lot of legos when i turn 5	158	0
2840	oh wow they are so much fun i want a lot of legos when i turn 5	they even make them in pink and purple. i like them a lot myself.	158	0
2841	they even make them in pink and purple. i like them a lot myself.	i love that, i want to play blocks and sing	158	0
2842	i love that, i want to play blocks and sing	do you watch cartoons or mickey mouse?	158	1
2843	do you watch cartoons or mickey mouse?	i like paw patrol because i want to be a dog	158	0
2844	i like paw patrol because i want to be a dog	my sister and brother love that show as well, they like chase and marshal.	158	0
2845	my sister and brother love that show as well, they like chase and marshal.	i like marshal.	158	0
2846	i like marshal.	he is awesome , adults never understand what i am saying lol.	158	0
2847	he is awesome , adults never understand what i am saying lol.	hi there! i am eating tofu while running around the park.	159	1
2848	hi there! i am eating tofu while running around the park.	hi. that is an interesting combo! i love cars.	159	0
2849	hi. that is an interesting combo! i love cars.	awesome, my husband has a blue car.	159	0
2850	awesome, my husband has a blue car.	that is my favorite color.	159	1
2851	that is my favorite color.	that is neat. where do you work? i have a great work at home job.	159	1
2852	that is neat. where do you work? i have a great work at home job.	i work for the vegetarians with vaginas organization.	159	0
2853	i work for the vegetarians with vaginas organization.	that is cool! i go to the gym a lot with my girl friends. they are great!	159	1
2854	that is cool! i go to the gym a lot with my girl friends. they are great!	i run a lot. no time for the gym. i am a very busy woman.	159	0
2855	i run a lot. no time for the gym. i am a very busy woman.	i am lazy though sometimes. i love binge watching tv.	159	0
2856	i am lazy though sometimes. i love binge watching tv.	i just got finished watching narcos. pablo is a beautiful man.	159	1
2857	i just got finished watching narcos. pablo is a beautiful man.	i love narcos! better call saul is a favorite of mine as well!	159	0
2858	i love narcos! better call saul is a favorite of mine as well!	sometimes i chew up meat but spit it out. am i still vegetarian?	159	1
2859	sometimes i chew up meat but spit it out. am i still vegetarian?	lol! i guess you could be. i am not sure that all would agree though.	159	0
2860	lol! i guess you could be. i am not sure that all would agree though.	i cannot let my coworkers find out. they will burn me at the stake.	159	0
2861	i cannot let my coworkers find out. they will burn me at the stake.	they should be more understanding. my boyfriend and his girlfriend are sometimes really judgemental about food.	159	0
2862	they should be more understanding. my boyfriend and his girlfriend are sometimes really judgemental about food.	sometimes i punch my sisters cat.	159	0
2863	sometimes i punch my sisters cat.	oh, are you polygamist?	159	1
2864	oh, are you polygamist?	i am. it is interesting. honestly that is horrible! that poor cat.	159	0
2865	i am. it is interesting. honestly that is horrible! that poor cat.	yolo, you know what i mean?	159	0
2866	yolo, you know what i mean?	but..... the poor cat.	159	0
2867	but..... the poor cat.	hello, how are you tonight?	160	1
2868	hello, how are you tonight?	very late night here. i am good. how are you?	160	0
2869	very late night here. i am good. how are you?	i am doing well, thank you.	160	0
2870	i am doing well, thank you.	i love to dance, now that i am out of danger.	160	0
2871	i love to dance, now that i am out of danger.	dance is medicine. painting used to be mine. what danger were you in?	160	0
2872	dance is medicine. painting used to be mine. what danger were you in?	i was in a refuge camp in somalia, my aunt rescued my sister and i.	160	0
2873	i was in a refuge camp in somalia, my aunt rescued my sister and i.	i am so sorry, but so glad you were both rescued and are safe.	160	0
2874	i am so sorry, but so glad you were both rescued and are safe.	thank you, i was forced into marriage, but that stopped before it started.	160	0
2875	thank you, i was forced into marriage, but that stopped before it started.	as a woman and a mother of two, i am so sorry, but glad that stopped.	160	0
2876	as a woman and a mother of two, i am so sorry, but glad that stopped.	too.	160	0
2877	too.	i love the us. you are so lucky to have been born here.	160	0
2878	i love the us. you are so lucky to have been born here.	i do not take it for granted.	160	0
2879	i do not take it for granted.	my favorite thing? all of the different stores. the freedom.	160	1
2880	my favorite thing? all of the different stores. the freedom.	i am happy for you that you get to enjoy what you deserve.	160	0
2881	i am happy for you that you get to enjoy what you deserve.	thank you.	160	0
2882	thank you.	also, the food is amazing.	160	0
2883	also, the food is amazing.	fries are the best thing ever.	160	0
2884	fries are the best thing ever.	have you tried fries with melted cheese?!	160	1
2885	have you tried fries with melted cheese?!	yes, and those with the gravy and cheese crumbles, curds?	160	0
2886	yes, and those with the gravy and cheese crumbles, curds?	comfort food if ever there was one!	160	0
2887	comfort food if ever there was one!	hi, i feel sold, in a juvenile detention for shoplifting	161	1
2888	hi, i feel sold, in a juvenile detention for shoplifting	that is to bad, where is your family	161	1
2889	that is to bad, where is your family	my mom is here though, visiting.	161	0
2890	my mom is here though, visiting.	jamaica mane	161	0
2891	jamaica mane	what do you do to pass the time	161	1
2892	what do you do to pass the time	mom is coming tomorrow to visit i meant	161	1
2893	mom is coming tomorrow to visit i meant	do you get to go to school	161	1
2894	do you get to go to school	i talk to the squirrels who call me a nut	161	1
2895	i talk to the squirrels who call me a nut	very funny, do you get to read, i find it relaxing	161	1
2896	very funny, do you get to read, i find it relaxing	yeah school of hard knocks	161	0
2897	yeah school of hard knocks	do you get to exercise	161	1
2898	do you get to exercise	yeah.	161	0
2899	yeah.	i read lots of things , mostly newspapers on turtles.	161	1
2900	i read lots of things , mostly newspapers on turtles.	what are you going to do when you get out	161	1
2901	what are you going to do when you get out	yeah, i play basketball a lot	161	0
2902	yeah, i play basketball a lot	i like to walk, at least 3 miles	161	0
2903	i like to walk, at least 3 miles	i am going to head to the clothing store and buy instead of steal	161	1
2904	i am going to head to the clothing store and buy instead of steal	that sounds like a good idea	161	0
2905	that sounds like a good idea	howdy, haw are you this morning?	162	1
2906	howdy, haw are you this morning?	i am cool thanks. you?	162	0
2907	i am cool thanks. you?	i am alright, just taking a break.	162	0
2908	i am alright, just taking a break.	spent the morning working in the fields with dad.	162	0
2909	spent the morning working in the fields with dad.	nice, i live with my folks too.	162	0
2910	nice, i live with my folks too.	only in grade 10 here.	162	0
2911	only in grade 10 here.	aww just a young one. what do you like to do?	162	1
2912	aww just a young one. what do you like to do?	study biology and practice running long distances. how about you?	162	0
2913	study biology and practice running long distances. how about you?	well i mostly enjoy riding my horses, but also listening to music while i work.	162	0
2914	well i mostly enjoy riding my horses, but also listening to music while i work.	that is the best. i do that whilst i do homework. my grades rule!	162	0
2915	that is the best. i do that whilst i do homework. my grades rule!	that is awesome! good job. what kind of music do you like?	162	1
2916	that is awesome! good job. what kind of music do you like?	rock music, it is good to work out too.	162	0
2917	rock music, it is good to work out too.	i want to train people.	162	0
2918	i want to train people.	that is what kind i like too! training people? anything like training horses?	162	0
2919	that is what kind i like too! training people? anything like training horses?	physical therapy, helping the injured and disabled.	162	0
2920	physical therapy, helping the injured and disabled.	it is my calling.	162	0
2921	it is my calling.	well that is a very noble profession. helping people is good. that is why we grow food.	162	0
2922	well that is a very noble profession. helping people is good. that is why we grow food.	food is important, health is too.	162	0
2923	food is important, health is too.	you are a farmer?	162	0
2924	you are a farmer?	yes i am, just like my daddy.	162	0
2925	yes i am, just like my daddy.	very cool.	162	0
2926	very cool.	i will run a marathon someday, like my father did.	162	0
2927	i will run a marathon someday, like my father did.	hello there, how are you?	163	1
2928	hello there, how are you?	healthy for a 40 year old car salesman.	163	0
2929	healthy for a 40 year old car salesman.	that is interesting as i am a pro wrestler	163	0
2930	that is interesting as i am a pro wrestler	wrestler! wow you must be fit and healthy.	163	0
2931	wrestler! wow you must be fit and healthy.	i workout a few times every week	163	0
2932	i workout a few times every week	financially, i can not afford a gym.	163	0
2933	financially, i can not afford a gym.	the money gets spent by my wife.	163	1
2934	the money gets spent by my wife.	i know the struggle, i volunteer at a homeless shelter	163	0
2935	i know the struggle, i volunteer at a homeless shelter	great, i hope you do not get to see me there.	163	0
2936	great, i hope you do not get to see me there.	i hope not either, would not wish it on my worse enemy	163	0
2937	i hope not either, would not wish it on my worse enemy	between wife, job with no money, i am thinking now of divorce.	163	0
2938	between wife, job with no money, i am thinking now of divorce.	i have given it a few thoughts before	163	0
2939	i have given it a few thoughts before	do you give demonstrations of your skills?	163	1
2940	do you give demonstrations of your skills?	of course, i love doing demonstrations in public	163	0
2941	of course, i love doing demonstrations in public	wrestlers and actors are in same category, i think.	163	0
2942	wrestlers and actors are in same category, i think.	hi, how are you this evening?	164	1
2943	hi, how are you this evening?	i am well, i just finished rehearsal.	164	0
2944	i am well, i just finished rehearsal.	i sing country!	164	0
2945	i sing country!	interesting!	164	0
2946	interesting!	i am a big britney fan, she had a country album	164	0
2947	i am a big britney fan, she had a country album	i know!	164	0
2948	i know!	sadly, only people who are in the industry for a long time know that.	164	0
2949	sadly, only people who are in the industry for a long time know that.	true, so what are some of your hobbies or interests besides country?	164	1
2950	true, so what are some of your hobbies or interests besides country?	i like to play guitar and explore national parks!	164	0
2951	i like to play guitar and explore national parks!	me personally, i enjoy spending some expendable cash, and trying new diets	164	0
2952	me personally, i enjoy spending some expendable cash, and trying new diets	what kind of diets have you tried?	164	0
2953	what kind of diets have you tried?	lately.	164	0
2954	lately.	mostly low sodium keto ones , hate to admit i am on the high maintenance side.	164	0
2955	mostly low sodium keto ones , hate to admit i am on the high maintenance side.	that is alright, as long as you are passionate with what you like!	164	0
2956	that is alright, as long as you are passionate with what you like!	totally! any interesting quirks you have?	164	1
2957	totally! any interesting quirks you have?	i like rascal flats, they are my favorite band.	164	0
2958	i like rascal flats, they are my favorite band.	i honestly do not know too much about country music	164	0
2959	i honestly do not know too much about country music	they sang life is a highway in the movie cars!	164	0
2960	they sang life is a highway in the movie cars!	i have never seen any of the pixar cars movies, a bit after my time	164	0
2961	i have never seen any of the pixar cars movies, a bit after my time	i see, what are some of your favorite movies?	164	0
2962	i see, what are some of your favorite movies?	i just got back from my salsa dance lessons	165	1
2963	i just got back from my salsa dance lessons	that sounds like a really fun time. i was just meditating	165	0
2964	that sounds like a really fun time. i was just meditating	that is so relaxing. my lite brite patterns are relaxing too	165	0
2965	that is so relaxing. my lite brite patterns are relaxing too	i am buddhist, my spiritual journey relaxes me	165	0
2966	i am buddhist, my spiritual journey relaxes me	cool beans. i am a 1980 kid and love new kids on the block	165	0
2967	cool beans. i am a 1980 kid and love new kids on the block	i quit my job to devote more time to my spiritual journey	165	0
2968	i quit my job to devote more time to my spiritual journey	that is cool. maybe one day i will be good enough to teach dance	165	1
2969	that is cool. maybe one day i will be good enough to teach dance	i have not spoken a single word in three months, this is the only way i communicate	165	1
2970	i have not spoken a single word in three months, this is the only way i communicate	that must be hard. i would be talking to my lite brite!	165	0
2971	that must be hard. i would be talking to my lite brite!	it is easy being in alaska, there are not many people around	165	0
2972	it is easy being in alaska, there are not many people around	good point. can you see the northern lights there?	165	0
2973	good point. can you see the northern lights there?	you can , i do.	165	0
2974	you can , i do.	enjoy meditating under them.	165	0
2975	enjoy meditating under them.	i dream of the northern lights when i play lite brite	165	0
2976	i dream of the northern lights when i play lite brite	that sounds like a spiritual experience to me	165	0
2977	that sounds like a spiritual experience to me	hi what are you up to today?	166	1
2978	hi what are you up to today?	hi i am eating shawarma for lunch! its my favorite	166	0
2979	hi i am eating shawarma for lunch! its my favorite	cool i am eating pasta and garlic bread. my favorite	166	0
2980	cool i am eating pasta and garlic bread. my favorite	that sounds good too. what do yo do for a living	166	1
2981	that sounds good too. what do yo do for a living	well i won gold medal in the olympics so i work out a lot	166	0
2982	well i won gold medal in the olympics so i work out a lot	wow a gold medal that is great. i am a in the canadian army	166	0
2983	wow a gold medal that is great. i am a in the canadian army	awesome what kind of sports do you like?	166	1
2984	awesome what kind of sports do you like?	i really like american football. i am a steelers fan	166	0
2985	i really like american football. i am a steelers fan	awe i am more into gymnastics	166	0
2986	awe i am more into gymnastics	that is cool. what event did you win the medal in	166	0
2987	that is cool. what event did you win the medal in	gymnastics. how do you spend your days?	166	1
2988	gymnastics. how do you spend your days?	when i am not working i am exercising and spending time with family	166	0
2989	when i am not working i am exercising and spending time with family	cool i workout about 4 hours a day so that is the center of my life	166	0
2990	cool i workout about 4 hours a day so that is the center of my life	i use to workout like that but i became unhealthy from it	166	0
2991	i use to workout like that but i became unhealthy from it	how did it make you unhealthy?	166	0
2992	how did it make you unhealthy?	i did not eat enough to handle my workout so burnt more than i ate	166	0
2993	i did not eat enough to handle my workout so burnt more than i ate	good evening, how are you?	167	1
2994	good evening, how are you?	i am doing well. how are you?	167	0
2995	i am doing well. how are you?	i am not doing so good.	167	0
2996	i am not doing so good.	what is wrong? my wife is a doctor if you need help.	167	0
2997	what is wrong? my wife is a doctor if you need help.	for starters i cant stand school i hate it so much	167	0
2998	for starters i cant stand school i hate it so much	oh, are you still in high school?	167	0
2999	oh, are you still in high school?	no i am in grammer school and i am only 12	167	0
3000	no i am in grammer school and i am only 12	i hated school too but i became a professional tennis player.	167	1
3001	i hated school too but i became a professional tennis player.	a professional tennis player. did you have friends in school	167	0
3002	a professional tennis player. did you have friends in school	oh, so it is the people, not the academia, that you are having a problem with?	167	1
3003	oh, so it is the people, not the academia, that you are having a problem with?	i do not have friends because they think i am too smart	167	0
3004	i do not have friends because they think i am too smart	oh, wow.	167	0
3005	oh, wow.	i wish i had that problem when i was in school.	167	0
3006	i wish i had that problem when i was in school.	they also do not like me because i have red hair and blue eyes	167	0
3007	they also do not like me because i have red hair and blue eyes	why? redheads are beautiful! we keep on having red haired babies!	167	0
3008	why? redheads are beautiful! we keep on having red haired babies!	thank you but they do not like me much i do not know why	167	0
3009	thank you but they do not like me much i do not know why	i had problems in school. when you get older it does not matter.	167	0
3010	i had problems in school. when you get older it does not matter.	thank you for the encouragement	167	0
3011	thank you for the encouragement	now i own a three storey house with the love of my life, our babies, and my dog.	167	1
3012	now i own a three storey house with the love of my life, our babies, and my dog.	i wanna be like you some day.	167	0
3013	i wanna be like you some day.	you will. probably better. just keep working hard and do not listen to them!	167	0
3014	you will. probably better. just keep working hard and do not listen to them!	hey there, how are you?	168	1
3015	hey there, how are you?	hey!	168	0
3016	hey!	good, how are you?	168	0
3017	good, how are you?	a little tired, but have not done much, you?	168	0
3018	a little tired, but have not done much, you?	how old are you?	168	1
3019	how old are you?	19, you?	168	0
3020	19, you?	where you from	168	1
3021	where you from	40 from ny, how about you?	168	0
3022	40 from ny, how about you?	dead center of ohio, not much to do here	168	0
3023	dead center of ohio, not much to do here	i hear ya on that. what do you do for a living?	168	1
3024	i hear ya on that. what do you do for a living?	i work at a fast food place temporarily	168	0
3025	i work at a fast food place temporarily	oh cool.	168	0
3026	oh cool.	i sell cars, really dislike it.	168	0
3027	i sell cars, really dislike it.	not much money to show for it either	168	0
3028	not much money to show for it either	really? you would think you would get good comission	168	0
3029	really? you would think you would get good comission	i do but my wife takes it all unfortunately	168	0
3030	i do but my wife takes it all unfortunately	well, kind of what wives are for,	168	0
3031	well, kind of what wives are for,	i will be leaving her soon. are you in college?	168	1
3032	i will be leaving her soon. are you in college?	taking some time off, i had a plan and i cant follow through	168	0
3033	taking some time off, i had a plan and i cant follow through	i am sorry but do not worry	168	0
3034	i am sorry but do not worry	hello i am 60 years old	169	1
3035	hello i am 60 years old	hi! i just sat down to listen to some classical music.	169	0
3036	hi! i just sat down to listen to some classical music.	i love classical music as a librarian its my favorite	169	0
3037	i love classical music as a librarian its my favorite	being a christian i also like christian rock. do you like to read?	169	1
3038	being a christian i also like christian rock. do you like to read?	i love to read, i have been to spain and while there i read more than ever	169	0
3039	i love to read, i have been to spain and while there i read more than ever	never been there. i love to ride on my tractor. i love the outdoors.	169	1
3040	never been there. i love to ride on my tractor. i love the outdoors.	i will be retiring in a few years, do you like camping?	169	0
3041	i will be retiring in a few years, do you like camping?	i do! i am very different from my sister. she is a pole dancer in a club.	169	0
3042	i do! i am very different from my sister. she is a pole dancer in a club.	that is a big difference.	169	0
3043	that is a big difference.	when you camp, how do you cook?	169	0
3044	when you camp, how do you cook?	with a campfire and cast iron pans.	169	0
3045	with a campfire and cast iron pans.	i will love relaxing in nature.	169	0
3046	i will love relaxing in nature.	i just purchased a beautiful red sweater. red is my absolute favorite color.	169	1
3047	i just purchased a beautiful red sweater. red is my absolute favorite color.	that is perfect for the holidays. i love to sew sweaters and hoodies.	169	0
3048	that is perfect for the holidays. i love to sew sweaters and hoodies.	i love to crochet! it is time to start thinking about the holidays!	169	0
3049	i love to crochet! it is time to start thinking about the holidays!	yes, i sometimes use a loom for crochet too.	169	0
3050	yes, i sometimes use a loom for crochet too.	i never used a loom but will have to try sometime.	169	0
3051	i never used a loom but will have to try sometime.	good morning! how are you?	170	1
3052	good morning! how are you?	hello! i am lonely. how about you?	170	0
3053	hello! i am lonely. how about you?	i am good. i am sad to hear that you are lonely. why is this?	170	0
3054	i am good. i am sad to hear that you are lonely. why is this?	i am the only one with superpowers. others do not understand me.	170	0
3055	i am the only one with superpowers. others do not understand me.	are you allowed to tell me what your superpower is?	170	0
3056	are you allowed to tell me what your superpower is?	i can make time stop. have you ever wished for this before?	170	0
3057	i can make time stop. have you ever wished for this before?	i have never wished for this before. why do you do it?	170	0
3058	i have never wished for this before. why do you do it?	i like to because although i am a small girl it shows my powers.	170	0
3059	i like to because although i am a small girl it shows my powers.	i am getting married this spring and need to plan a wedding. can you help stop time?	170	0
3060	i am getting married this spring and need to plan a wedding. can you help stop time?	i can. does getting married mean you do not feel lonely?	170	0
3061	i can. does getting married mean you do not feel lonely?	i am not lonely. i have a lot of things to accomplish before the big day.	170	0
3062	i am not lonely. i have a lot of things to accomplish before the big day.	what else do you need to accomplish?	170	0
3063	what else do you need to accomplish?	invitations, catering, photographer, venue, plus i am a kindergarten teacher and need to create curriculum.	170	0
3064	invitations, catering, photographer, venue, plus i am a kindergarten teacher and need to create curriculum.	that sounds very exciting and busy!	170	0
3065	that sounds very exciting and busy!	how old are you? i am 24.	170	1
3066	how old are you? i am 24.	i am still very young.	170	0
3067	i am still very young.	hello how are you this afternoon	171	1
3068	hello how are you this afternoon	well, i have really short hair and it is blonde.	171	1
3069	well, i have really short hair and it is blonde.	how about yourself?	171	0
3070	how about yourself?	really sounds kind of cute though lol	171	0
3071	really sounds kind of cute though lol	it is freezing outside, i enjoy wearing skinny jeans and leggings.	171	1
3072	it is freezing outside, i enjoy wearing skinny jeans and leggings.	and you?	171	0
3073	and you?	i am often gunning for new shoes lol	171	0
3074	i am often gunning for new shoes lol	oh wow, me too.	171	0
3075	oh wow, me too.	my favorite shirts are flannel ruffle sleeves and any nirvana band shirt.	171	0
3076	my favorite shirts are flannel ruffle sleeves and any nirvana band shirt.	really?	171	0
3077	really?	that is sick?	171	0
3078	that is sick?	love them , can we talk rolls royce for a second?	171	1
3079	love them , can we talk rolls royce for a second?	sure, i have super computer that i enjoy playing video games and listening to music on.	171	0
3080	sure, i have super computer that i enjoy playing video games and listening to music on.	ok but that rolls royce ghost tho am i right	171	1
3081	ok but that rolls royce ghost tho am i right	of course, it is the wallpaper for my computer	171	0
3082	of course, it is the wallpaper for my computer	dang get me yo feels me?	171	0
3083	dang get me yo feels me?	yes. what music do you listen when driving your rolls royce?	171	0
3084	yes. what music do you listen when driving your rolls royce?	i listen to john denver cuz we rocky mountain high	171	0
3085	i listen to john denver cuz we rocky mountain high	i love listening to dolly parton, with the top down so everyone can listen as well.	171	0
3086	i love listening to dolly parton, with the top down so everyone can listen as well.	do not say the tops down say the boobies are out	171	0
3087	do not say the tops down say the boobies are out	in my online role play game i always run around streaking, so all can watch and admire.	171	1
3088	in my online role play game i always run around streaking, so all can watch and admire.	good morning! did you see the sunset last night? it was beautiful	172	1
3089	good morning! did you see the sunset last night? it was beautiful	i am only 4 years old. how old are you?	172	1
3090	i am only 4 years old. how old are you?	i just turned 18 yesterday! it was a tough birthday though	172	0
3091	i just turned 18 yesterday! it was a tough birthday though	really why? my birthdays are great!	172	0
3092	really why? my birthdays are great!	my boyfriend and i just broke up a couple months ago. i miss him	172	0
3093	my boyfriend and i just broke up a couple months ago. i miss him	that is sad. just get anew one. that is what i do when i loss a doll.	172	0
3094	that is sad. just get anew one. that is what i do when i loss a doll.	at least i still have my pet fish! do you have any pets	172	1
3095	at least i still have my pet fish! do you have any pets	yes i have a turtle. i love him.	172	0
3096	yes i have a turtle. i love him.	what is your turtles name?	172	0
3097	what is your turtles name?	snaps he is a snapper. whats your fishes name?	172	0
3098	snaps he is a snapper. whats your fishes name?	his name is bob. i would like to have a dog to go hiking with	172	0
3099	his name is bob. i would like to have a dog to go hiking with	my friend who lives next to me has a dog.	172	0
3100	my friend who lives next to me has a dog.	what is your favorite color?	172	1
3101	what is your favorite color?	blue. me and my best friend play dolls a lot. what do you do?	172	1
3102	blue. me and my best friend play dolls a lot. what do you do?	i go to school. do you have a favorite doll?	172	0
3103	i go to school. do you have a favorite doll?	yes her name is mel. do you have a favorite class?	172	0
3104	yes her name is mel. do you have a favorite class?	good evening friend, hows it hangin	173	1
3105	good evening friend, hows it hangin	hey there! i just got back from one of my dog agility classes.	173	0
3106	hey there! i just got back from one of my dog agility classes.	yeah? how did that go and what the heck is it?	173	0
3107	yeah? how did that go and what the heck is it?	it went great. my dog did awesome. what do you do?	173	0
3108	it went great. my dog did awesome. what do you do?	but what is dog agility class? is that yoga for dogs? i bake bread at bakery	173	0
3109	but what is dog agility class? is that yoga for dogs? i bake bread at bakery	the obstacle course for dogs. i compete with larry my border collie.	173	0
3110	the obstacle course for dogs. i compete with larry my border collie.	i get it. i worked at petsmart for two years and then i got canned	173	1
3111	i get it. i worked at petsmart for two years and then i got canned	ah too bad! i work at a barnes and noble. chemistry grad.	173	0
3112	ah too bad! i work at a barnes and noble. chemistry grad.	my mom had a chemistry degree she died from leukemia two years after i was born	173	1
3113	my mom had a chemistry degree she died from leukemia two years after i was born	oh man. that is terrible. you grew up with no mom.	173	0
3114	oh man. that is terrible. you grew up with no mom.	docs said it was radiation poisoning. something she was working on	173	0
3115	docs said it was radiation poisoning. something she was working on	wow. bad luck. do you dance by any chance. weekends i do.	173	1
3116	wow. bad luck. do you dance by any chance. weekends i do.	some kind of military creepy thing. nah i do not dance are you kidding me? my dad does!	173	0
3117	some kind of military creepy thing. nah i do not dance are you kidding me? my dad does!	i never dress up. always casual. fashion is not important to me. how about you?	173	1
3118	i never dress up. always casual. fashion is not important to me. how about you?	whatever do not really care i like perfume though if its subtle	173	1
3119	whatever do not really care i like perfume though if its subtle	well, it has been different chatting with you tonight.	173	0
3120	well, it has been different chatting with you tonight.	so long.	173	0
3121	so long.	hi there! sitting on the porch with my kitty.	174	1
3122	hi there! sitting on the porch with my kitty.	i am wishing i could go out with my friends but mom and dad will not let me	174	1
3123	i am wishing i could go out with my friends but mom and dad will not let me	awww! i am sorry! where do you want to go?	174	0
3124	awww! i am sorry! where do you want to go?	i want to move out so i can have fun with my friends whenever i want	174	0
3125	i want to move out so i can have fun with my friends whenever i want	i like to have fun with my furry friends.	174	0
3126	i like to have fun with my furry friends.	like your pets? or are you a furry who dresses up?	174	0
3127	like your pets? or are you a furry who dresses up?	animals. and i love to watch birds with my kitty.	174	0
3128	animals. and i love to watch birds with my kitty.	when i have extra time i work at burger king. its kind of gross	174	1
